country,year,rank,notes
Italy,1934,1,beat Czechoslovakia 2–1
Italy,1938,1,won 4-2 over Hungary
Italy,1950,5
Italy,1954,5
Italy,1962,5,This is the match known as "The Battle of Santiago."
Italy,1966,5
Italy,1970,2
Italy,1974,5
Italy,1978,5
Italy,1982,1,defeated West Germany 3–1
Italy,1986,5
Italy,1990,3
Italy,1994,2
Italy,1998,4
Italy,2002,5
Italy,2006,1,won over France 5-3 in a penalty shootout. This was also the game where Zinedine Zidane head-butted Marco Materazzi.
Italy,2010,6
Italy,2014,6
Ivory Coast,2006,6
Ivory Coast,2010,6
Ivory Coast,2014,6
Jamaica,1998,6
Japan,1998,6
Japan,2002,5
Japan,2006,6
Japan,2010,5
Japan,2014,6
Japan,2018,6
Kuwait,1982,5
Mexico,1930,5
Mexico,1950,5
Mexico,1954,5
Mexico,1958,5
Mexico,1962,5
Mexico,1966,5
Mexico,1970,4
Mexico,1978,5
Mexico,1986,4
Mexico,1994,5
Mexico,1998,5
Mexico,2002,5
Mexico,2006,5
Mexico,2010,5
Mexico,2014,5
Mexico,2018,6
Morocco,1970,5
Morocco,1986,5
Morocco,1994,6
Morocco,1998,6
Morocco,2018,6
Netherlands,1934,5
Netherlands,1938,5
Netherlands,1974,2
Netherlands,1978,2
Netherlands,1990,5
Netherlands,1994,4
Netherlands,1998,3
Netherlands,2006,5
Netherlands,2010,2
Netherlands,2014,3
New Zealand,1982,5
New Zealand,2010,6
Nigeria,1994,5
Nigeria,1998,5
Nigeria,2002,6
Nigeria,2010,6
Nigeria,2014,5
Nigeria,2018,6
None,1942,1
None,1946,1
North Korea,1966,4
North Korea,2010,6
Northern Ireland,1958,4
Northern Ireland,1982,5
Northern Ireland,1986,6
Norway,1938,5
Norway,1994,6
Norway,1998,5
Panama,2018,6
Paraguay,1930,5
Paraguay,1950,5
Paraguay,1958,5
Paraguay,1986,5
Paraguay,1998,5
Paraguay,2002,5
Paraguay,2006,6
Paraguay,2010,4
Peru,1930,5
Peru,1970,4
Peru,1978,5
Peru,1982,5
Peru,2018,6
Poland,1938,5
Poland,1974,3
Poland,1978,5
Poland,1982,3
Poland,1986,5
Poland,2002,6
Poland,2006,6
Poland,2018,6
Portugal,1966,3
Portugal,1986,6
Portugal,2002,6
Portugal,2006,3
Portugal,2010,5
Portugal,2014,6
Portugal,2018,6
Republic of Ireland,1990,4
Republic of Ireland,1994,5
Republic of Ireland,2002,5
Romania,1930,5
Romania,1934,5
Romania,1938,5
Romania,1970,5
Romania,1990,5
Romania,1994,4
Romania,1998,5
Russia,1994,6
Russia,2002,6
Russia,2014,6
Russia,2018,6
Saudi Arabia,1994,5
Saudi Arabia,1998,6
Saudi Arabia,2002,6
Saudi Arabia,2006,6
Saudi Arabia,2018,6
Scotland,1950,5
Scotland,1954,5
Scotland,1958,5
Scotland,1974,5
Scotland,1978,5
Scotland,1982,5
Scotland,1986,6
Scotland,1990,6
Scotland,1998,6
Senegal,2002,4
Senegal,2018,6
Serbia,2010,6
Serbia,2018,6
Serbia and Montenegro,2006,6
Slovakia,2010,5
Slovenia,2002,6
Slovenia,2010,6
South Africa,1998,6
South Africa,2002,6
South Africa,2010,6
South Korea,1954,5
South Korea,1986,6
South Korea,1990,6
South Korea,1994,6
South Korea,1998,6
South Korea,2002,3
South Korea,2006,6
South Korea,2010,5
South Korea,2014,6
South Korea,2018,6
Soviet Union,1958,4
Soviet Union,1962,4
Soviet Union,1966,3
Soviet Union,1970,4
Soviet Union,1982,5
Soviet Union,1986,5
Soviet Union,1990,6
Spain,1934,4
Spain,1950,5
Spain,1962,5
Spain,1966,5
Spain,1978,5
Spain,1982,5
Spain,1986,4
Spain,1990,5
Spain,1994,4
Spain,1998,6
Spain,2002,4
Spain,2006,5
Spain,2010,1,beat the Netherlands 1-0 after extra time
Spain,2014,6
Spain,2018,6
Sweden,1934,4
Sweden,1938,3
Sweden,1950,5
Sweden,1958,2
Sweden,1970,5
Sweden,1974,5
Sweden,1978,5
Sweden,1990,6
Sweden,1994,3
Sweden,2002,5
Sweden,2006,5
Sweden,2018,6
Switzerland,1934,4
Switzerland,1938,4
Switzerland,1950,5
Switzerland,1954,4
Switzerland,1962,5
Switzerland,1966,5
Switzerland,1994,5
Switzerland,2006,5
Switzerland,2010,6
Switzerland,2014,5
Switzerland,2018,6
Togo,2006,6
Trinidad and Tobago,2006,6
Tunisia,1978,5
Tunisia,1998,6
Tunisia,2002,6
Tunisia,2006,6
Tunisia,2018,6
Turkey,1950,5
Turkey,1954,5
Turkey,2002,3
Ukraine,2006,4
United Arab Emirates,1990,6
United States,1930,3
United States,1934,5
United States,1950,5
United States,1990,6
United States,1994,5
United States,1998,6
United States,2002,4
United States,2006,6
United States,2010,5
United States,2014,5
Uruguay,1930,1,beat Argentina 4-2
Uruguay,1950,1,defeated Brazil 2-1
Uruguay,1954,3
Uruguay,1962,5
Uruguay,1966,4
Uruguay,1970,3
Uruguay,1974,5
Uruguay,1986,5
Uruguay,1990,5
Uruguay,2002,6
Uruguay,2010,3
Uruguay,2014,5
Uruguay,2018,6
Wales,1958,4
West Germany,1954,1,beat Hungary 3-2
West Germany,1958,3
West Germany,1962,4
West Germany,1966,2
West Germany,1970,3
West Germany,1974,1,defeated the Netherlands 2-1
West Germany,1978,5
West Germany,1982,2
West Germany,1986,2
West Germany,1990,1,beat Argentina 1-0
Yugoslavia,1930,3
Yugoslavia,1950,5
Yugoslavia,1954,4
Yugoslavia,1958,4
Yugoslavia,1962,3
Yugoslavia,1974,5
Yugoslavia,1982,5
Yugoslavia,1990,4
Yugoslavia,1998,5
Zaire,1974,5
